description,event_datetime,visiting_team,home_team_score,visiting_team_score,promotion,zone_name,section_name,number_of_transactions,number_of_tickets
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,Club Baselines,Club Level Outfield 229,8,19
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,Club Baselines,Club Level Outfield 230,3,8
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,Club Baselines,Club Level Outfield 231,4,14
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,Lower Baselines,LB127,1,2
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,Lower Baselines,Lower Box 102,18,42
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,Lower Baselines,Lower Box 103,36,90
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,Lower Baselines,Lower Box 104,63,162
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,Lower Baselines,Lower Box 127,69,177
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,Lower Baselines,Lower Box 128,50,121
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,Lower Baselines,Lower Box 129,66,209
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,Lower Baselines,Lower Box 130,36,111
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,Reserve Baselines,View Reserve Outfield 325,4,8
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,Reserve Baselines,View Reserve Outfield 326,9,30
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,Reserve Baselines,View Reserve Outfield 327,59,177
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,Reserve Baselines,View Reserve Outfield 328,32,74
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,Reserve Baselines,View Reserve Outfield 330,25,111
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,Reserve Baselines,View Reserve Outfield 331,3,4
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,Reserve Baselines,View Reserve Right Field 302,16,40
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,Reserve Baselines,View Reserve Right Field 304,36,153
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,Reserve Baselines,View Reserve Right Field 305,56,183
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,Reserve Baselines,View Reserve Right Field 307,14,44
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,View Deck Baselines,View Box 302,8,32
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,View Deck Baselines,View Box 304,10,19
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,View Deck Baselines,View Box 305,8,19
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,View Deck Baselines,View Box 326,11,27
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,View Deck Baselines,View Box 327,13,29
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,View Deck Baselines,View Box 328,2,4
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,View Deck Baselines,View Box 330,9,32
San Francisco Giants vs. Los Angeles Dodgers,9/11/17 7:15 PM,Los Angeles Dodgers,8,6,,View Deck Baselines,View Box 331,12,49
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,Club Baselines,Club Level Outfield 202,6,13
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,Club Baselines,Club Level Outfield 203,12,35
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,Club Baselines,Club Level Outfield 204,13,32
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,Club Baselines,Club Level Outfield 205,13,28
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,Club Baselines,Club Level Outfield 226,12,30
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,Club Baselines,Club Level Outfield 227,16,34
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,Club Baselines,Club Level Outfield 228,11,24
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,Club Baselines,Club Level Outfield 229,20,54
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,Club Baselines,Club Level Outfield 230,7,19
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,Club Baselines,Club Level Outfield 231,6,23
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,Lower Baselines,Lower Box 102,34,66
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,Lower Baselines,Lower Box 103,35,84
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,Lower Baselines,Lower Box 104,48,113
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,Lower Baselines,Lower Box 127,54,143
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,Lower Baselines,Lower Box 128,33,78
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,Lower Baselines,Lower Box 129,66,209
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,Lower Baselines,Lower Box 130,40,129
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,Reserve Baselines,View Reserve Outfield 326,1,2
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,Reserve Baselines,View Reserve Outfield 327,15,77
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,Reserve Baselines,View Reserve Outfield 328,12,39
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,Reserve Baselines,View Reserve Outfield 330,10,29
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,Reserve Baselines,View Reserve Outfield 331,9,20
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,Reserve Baselines,View Reserve Right Field 302,11,27
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,Reserve Baselines,View Reserve Right Field 304,19,67
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,Reserve Baselines,View Reserve Right Field 305,35,106
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,Reserve Baselines,View Reserve Right Field 307,10,33
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,View Deck Baselines,View Box 302,5,11
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,View Deck Baselines,View Box 304,9,24
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,View Deck Baselines,View Box 305,6,13
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,View Deck Baselines,View Box 326,11,19
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,View Deck Baselines,View Box 327,14,46
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,View Deck Baselines,View Box 328,8,18
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,View Deck Baselines,View Box 330,11,31
San Francisco Giants vs. Los Angeles Dodgers,9/12/17 7:15 PM,Los Angeles Dodgers,3,5,,View Deck Baselines,View Box 331,11,47
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,Club Baselines,Club Level Outfield 202,5,13
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,Club Baselines,Club Level Outfield 203,17,31
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,Club Baselines,Club Level Outfield 204,19,39
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,Club Baselines,Club Level Outfield 205,15,32
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,Club Baselines,Club Level Outfield 226,12,31
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,Club Baselines,Club Level Outfield 227,14,31
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,Club Baselines,Club Level Outfield 228,13,36
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,Club Baselines,Club Level Outfield 229,20,52
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,Club Baselines,Club Level Outfield 230,18,54
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,Club Baselines,Club Level Outfield 231,6,18
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,Lower Baselines,Lower Box 102,28,72
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,Lower Baselines,Lower Box 103,31,72
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,Lower Baselines,Lower Box 104,50,132
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,Lower Baselines,Lower Box 127,57,145
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,Lower Baselines,Lower Box 128,52,125
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,Lower Baselines,Lower Box 129,63,188
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,Lower Baselines,Lower Box 130,47,148
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,Reserve Baselines,View Reserve Outfield 325,1,2
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,Reserve Baselines,View Reserve Outfield 326,6,21
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,Reserve Baselines,View Reserve Outfield 327,45,149
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,Reserve Baselines,View Reserve Outfield 328,29,59
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,Reserve Baselines,View Reserve Outfield 330,15,52
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,Reserve Baselines,View Reserve Right Field 302,21,52
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,Reserve Baselines,View Reserve Right Field 304,41,172
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,Reserve Baselines,View Reserve Right Field 305,49,145
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,Reserve Baselines,View Reserve Right Field 307,18,39
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,View Deck Baselines,View Box 302,6,20
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,View Deck Baselines,View Box 304,12,25
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,View Deck Baselines,View Box 305,6,11
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,View Deck Baselines,View Box 326,6,15
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,View Deck Baselines,View Box 327,12,36
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,View Deck Baselines,View Box 328,8,18
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,View Deck Baselines,View Box 330,11,26
San Francisco Giants vs. Los Angeles Dodgers,9/13/17 7:15 PM,Los Angeles Dodgers,1,4,,View Deck Baselines,View Box 331,7,47
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,Club Baselines,Club Level Outfield 202,6,13
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,Club Baselines,Club Level Outfield 203,9,26
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,Club Baselines,Club Level Outfield 204,13,28
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,Club Baselines,Club Level Outfield 205,14,27
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,Club Baselines,Club Level Outfield 226,12,30
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,Club Baselines,Club Level Outfield 227,8,21
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,Club Baselines,Club Level Outfield 228,9,25
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,Club Baselines,Club Level Outfield 229,11,34
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,Club Baselines,Club Level Outfield 230,4,6
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,Club Baselines,Club Level Outfield 231,3,6
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,Lower Baselines,Lower Box 102,11,23
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,Lower Baselines,Lower Box 103,23,52
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,Lower Baselines,Lower Box 104,24,75
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,Lower Baselines,Lower Box 127,57,155
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,Lower Baselines,Lower Box 128,25,64
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,Lower Baselines,Lower Box 129,66,208
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,Lower Baselines,Lower Box 130,40,142
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,Reserve Baselines,View Reserve Outfield 325,1,
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,Reserve Baselines,View Reserve Outfield 326,1,4
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,Reserve Baselines,View Reserve Outfield 327,5,16
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,Reserve Baselines,View Reserve Outfield 328,1,1
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,Reserve Baselines,View Reserve Outfield 330,9,44
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,Reserve Baselines,View Reserve Outfield 331,3,5
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,Reserve Baselines,View Reserve Right Field 302,4,10
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,Reserve Baselines,View Reserve Right Field 304,5,11
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,Reserve Baselines,View Reserve Right Field 305,12,50
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,Reserve Baselines,View Reserve Right Field 307,10,24
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,View Deck Baselines,View Box 302,4,8
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,View Deck Baselines,View Box 304,7,16
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,View Deck Baselines,View Box 305,8,15
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,View Deck Baselines,View Box 326,5,12
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,View Deck Baselines,View Box 327,6,18
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,View Deck Baselines,View Box 328,3,10
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,View Deck Baselines,View Box 330,9,25
San Francisco Giants vs. Arizona Diamondbacks,9/15/17 7:15 PM,Arizona Diamondbacks,2,3,,View Deck Baselines,View Box 331,7,40
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,Club Baselines,Club Level Outfield 202,8,19
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,Club Baselines,Club Level Outfield 203,9,20
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,Club Baselines,Club Level Outfield 204,9,21
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,Club Baselines,Club Level Outfield 205,17,34
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,Club Baselines,Club Level Outfield 226,13,30
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,Club Baselines,Club Level Outfield 227,15,42
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,Club Baselines,Club Level Outfield 228,14,39
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,Club Baselines,Club Level Outfield 229,18,50
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,Club Baselines,Club Level Outfield 230,9,24
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,Club Baselines,Club Level Outfield 231,4,8
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,Lower Baselines,Lower Box 102,23,58
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,Lower Baselines,Lower Box 103,25,58
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,Lower Baselines,Lower Box 104,32,104
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,Lower Baselines,Lower Box 127,65,181
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,Lower Baselines,Lower Box 128,46,120
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,Lower Baselines,Lower Box 129,64,204
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,Lower Baselines,Lower Box 130,48,166
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,Reserve Baselines,View Reserve Outfield 325,1,2
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,Reserve Baselines,View Reserve Outfield 326,2,7
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,Reserve Baselines,View Reserve Outfield 327,22,69
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,Reserve Baselines,View Reserve Outfield 328,12,28
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,Reserve Baselines,View Reserve Outfield 330,5,21
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,Reserve Baselines,View Reserve Outfield 331,3,10
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,Reserve Baselines,View Reserve Right Field 302,13,38
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,Reserve Baselines,View Reserve Right Field 304,17,72
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,Reserve Baselines,View Reserve Right Field 305,22,106
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,Reserve Baselines,View Reserve Right Field 307,26,93
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,View Deck Baselines,View Box 302,6,28
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,View Deck Baselines,View Box 304,8,16
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,View Deck Baselines,View Box 305,7,15
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,View Deck Baselines,View Box 326,6,18
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,View Deck Baselines,View Box 327,8,24
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,View Deck Baselines,View Box 328,11,26
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,View Deck Baselines,View Box 330,9,23
San Francisco Giants vs. Arizona Diamondbacks,9/16/17 6:05 PM,Arizona Diamondbacks,0,2,,View Deck Baselines,View Box 331,5,28
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,Club Baselines,Club Level Outfield 202,9,19
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,Club Baselines,Club Level Outfield 203,16,41
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,Club Baselines,Club Level Outfield 204,13,32
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,Club Baselines,Club Level Outfield 205,18,36
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,Club Baselines,Club Level Outfield 226,14,38
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,Club Baselines,Club Level Outfield 227,19,50
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,Club Baselines,Club Level Outfield 228,15,33
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,Club Baselines,Club Level Outfield 229,24,65
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,Club Baselines,Club Level Outfield 230,17,41
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,Club Baselines,Club Level Outfield 231,6,14
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,Lower Baselines,Lower Box 102,22,56
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,Lower Baselines,Lower Box 103,50,123
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,Lower Baselines,Lower Box 104,43,118
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,Lower Baselines,Lower Box 127,70,186
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,Lower Baselines,Lower Box 128,52,141
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,Lower Baselines,Lower Box 129,77,228
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,Lower Baselines,Lower Box 130,62,216
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,Reserve Baselines,View Reserve Outfield 327,100,262
San Francisco Giants vs. Arizona Diamondbacks,9/17/17 1:05 PM,Arizona Diamondbacks,7,2,,Reserve Baselines,View Reserve Outfield 328,112,257
