description,event_datetime,visiting_team,home_team_score,visiting_team_score,promotion,zone_name,section_name,number_of_transactions,number_of_tickets
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,View Deck Baselines,View Box 304,15,22
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,View Deck Baselines,View Box 305,8,22
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,View Deck Baselines,View Box 326,9,21
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,View Deck Baselines,View Box 327,12,22
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,View Deck Baselines,View Box 328,8,18
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,View Deck Baselines,View Box 330,12,16
San Francisco Giants vs. Milwaukee Brewers,7/28/18 6:05 PM,Milwaukee Brewers,1,7,Heat Reactive/Color Changing Mug,View Deck Baselines,View Box 331,11,20
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,Club Baselines,Club Level Outfield 202,3,8
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,Club Baselines,Club Level Outfield 203,23,54
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,Club Baselines,Club Level Outfield 204,20,46
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,Club Baselines,Club Level Outfield 205,16,33
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,Club Baselines,Club Level Outfield 226,18,42
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,Club Baselines,Club Level Outfield 227,23,53
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,Club Baselines,Club Level Outfield 228,20,54
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,Club Baselines,Club Level Outfield 229,19,48
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,Club Baselines,Club Level Outfield 230,14,39
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,Club Baselines,Club Level Outfield 231,3,10
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,Lower Baselines,Lower Box 102,22,57
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,Lower Baselines,Lower Box 103,39,89
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,Lower Baselines,Lower Box 104,40,102
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,Lower Baselines,Lower Box 127,86,231
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,Lower Baselines,Lower Box 128,56,125
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,Lower Baselines,Lower Box 129,73,194
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,Lower Baselines,Lower Box 130,51,141
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,Reserve Baselines,View Reserve Outfield 325,52,221
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,Reserve Baselines,View Reserve Outfield 326,18,82
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,Reserve Baselines,View Reserve Outfield 327,69,153
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,Reserve Baselines,View Reserve Outfield 328,73,115
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,Reserve Baselines,View Reserve Outfield 330,71,138
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,Reserve Baselines,View Reserve Outfield 331,23,93
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,Reserve Baselines,View Reserve Right Field 302,22,49
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,Reserve Baselines,View Reserve Right Field 304,46,109
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,Reserve Baselines,View Reserve Right Field 305,54,187
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,Reserve Baselines,View Reserve Right Field 307,25,119
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,View Deck Baselines,View Box 302,5,6
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,View Deck Baselines,View Box 304,15,23
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,View Deck Baselines,View Box 305,10,19
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,View Deck Baselines,View Box 326,12,33
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,View Deck Baselines,View Box 327,10,20
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,View Deck Baselines,View Box 328,7,12
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,View Deck Baselines,View Box 330,12,23
San Francisco Giants vs. Milwaukee Brewers,7/29/18 1:05 PM,Milwaukee Brewers,8,5,Hello Kitty Cap,View Deck Baselines,View Box 331,6,5
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,Club Baselines,Club Level Outfield 202,11,34
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,Club Baselines,Club Level Outfield 203,16,37
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,Club Baselines,Club Level Outfield 204,13,32
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,Club Baselines,Club Level Outfield 205,23,46
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,Club Baselines,Club Level Outfield 226,16,38
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,Club Baselines,Club Level Outfield 227,18,53
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,Club Baselines,Club Level Outfield 228,24,65
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,Club Baselines,Club Level Outfield 229,25,63
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,Club Baselines,Club Level Outfield 230,16,46
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,Club Baselines,Club Level Outfield 231,5,13
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,Lower Baselines,LB130,1,4
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,Lower Baselines,Lower Box 102,14,32
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,Lower Baselines,Lower Box 103,35,80
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,Lower Baselines,Lower Box 104,46,128
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,Lower Baselines,Lower Box 127,76,191
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,Lower Baselines,Lower Box 128,56,158
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,Lower Baselines,Lower Box 129,79,190
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,Lower Baselines,Lower Box 130,41,89
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,Reserve Baselines,View Reserve Outfield 325,13,58
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,Reserve Baselines,View Reserve Outfield 326,6,17
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,Reserve Baselines,View Reserve Outfield 327,61,162
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,Reserve Baselines,View Reserve Outfield 328,52,71
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,Reserve Baselines,View Reserve Outfield 330,42,90
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,Reserve Baselines,View Reserve Outfield 331,11,49
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,Reserve Baselines,View Reserve Right Field 302,15,40
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,Reserve Baselines,View Reserve Right Field 304,47,140
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,Reserve Baselines,View Reserve Right Field 305,55,138
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,Reserve Baselines,View Reserve Right Field 307,51,197
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,View Deck Baselines,View Box 302,7,17
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,View Deck Baselines,View Box 304,11,19
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,View Deck Baselines,View Box 305,11,24
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,View Deck Baselines,View Box 326,11,30
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,View Deck Baselines,View Box 327,16,31
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,View Deck Baselines,View Box 328,11,25
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,View Deck Baselines,View Box 330,13,18
San Francisco Giants vs. Houston Astros,8/6/18 7:15 PM,Houston Astros,1,3,,View Deck Baselines,View Box 331,13,28
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,Club Baselines,Club Level Outfield 202,6,12
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,Club Baselines,Club Level Outfield 203,16,34
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,Club Baselines,Club Level Outfield 204,21,48
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,Club Baselines,Club Level Outfield 205,21,40
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,Club Baselines,Club Level Outfield 226,14,38
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,Club Baselines,Club Level Outfield 227,21,61
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,Club Baselines,Club Level Outfield 228,20,61
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,Club Baselines,Club Level Outfield 229,27,65
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,Club Baselines,Club Level Outfield 230,16,36
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,Club Baselines,Club Level Outfield 231,3,8
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,Lower Baselines,Lower Box 102,29,82
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,Lower Baselines,Lower Box 103,45,103
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,Lower Baselines,Lower Box 104,45,114
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,Lower Baselines,Lower Box 127,65,159
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,Lower Baselines,Lower Box 128,48,147
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,Lower Baselines,Lower Box 129,72,193
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,Lower Baselines,Lower Box 130,41,112
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,Reserve Baselines,View Reserve Outfield 327,75,155
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,Reserve Baselines,View Reserve Outfield 328,60,81
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,Reserve Baselines,View Reserve Outfield 330,59,135
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,Reserve Baselines,View Reserve Right Field 302,21,35
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,Reserve Baselines,View Reserve Right Field 304,53,149
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,Reserve Baselines,View Reserve Right Field 305,52,164
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,Reserve Baselines,View Reserve Right Field 307,3,8
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,View Deck Baselines,View Box 302,2,2
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,View Deck Baselines,View Box 304,14,16
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,View Deck Baselines,View Box 305,11,23
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,View Deck Baselines,View Box 326,9,24
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,View Deck Baselines,View Box 327,14,21
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,View Deck Baselines,View Box 328,7,14
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,View Deck Baselines,View Box 330,16,21
San Francisco Giants vs. Houston Astros,8/7/18 12:45 PM,Houston Astros,1,2,,View Deck Baselines,View Box 331,6,9
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,Club Baselines,Club Level Outfield 202,6,13
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,Club Baselines,Club Level Outfield 203,18,42
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,Club Baselines,Club Level Outfield 204,19,38
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,Club Baselines,Club Level Outfield 205,8,23
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,Club Baselines,Club Level Outfield 226,14,30
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,Club Baselines,Club Level Outfield 227,14,40
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,Club Baselines,Club Level Outfield 228,18,53
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,Club Baselines,Club Level Outfield 229,16,40
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,Club Baselines,Club Level Outfield 230,6,16
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,Club Baselines,Club Level Outfield 231,3,6
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,Lower Baselines,Lower Box 102,16,41
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,Lower Baselines,Lower Box 103,33,80
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,Lower Baselines,Lower Box 104,40,86
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,Lower Baselines,Lower Box 127,52,139
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,Lower Baselines,Lower Box 128,40,114
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,Lower Baselines,Lower Box 129,63,174
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,Lower Baselines,Lower Box 130,41,100
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,Reserve Baselines,View Reserve Outfield 327,40,80
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,Reserve Baselines,View Reserve Outfield 328,23,41
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,Reserve Baselines,View Reserve Outfield 330,28,100
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,Reserve Baselines,View Reserve Outfield 331,2,3
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,Reserve Baselines,View Reserve Right Field 302,10,27
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,Reserve Baselines,View Reserve Right Field 304,25,79
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,Reserve Baselines,View Reserve Right Field 305,39,123
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,Reserve Baselines,View Reserve Right Field 307,1,2
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,View Deck Baselines,View Box 302,5,8
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,View Deck Baselines,View Box 304,13,12
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,View Deck Baselines,View Box 305,8,19
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,View Deck Baselines,View Box 326,7,19
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,View Deck Baselines,View Box 327,6,10
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,View Deck Baselines,View Box 328,3,10
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,View Deck Baselines,View Box 330,11,13
San Francisco Giants vs. Pittsburgh Pirates,8/9/18 7:15 PM,Pittsburgh Pirates,5,10,,View Deck Baselines,View Box 331,6,8
San Francisco Giants vs. Pittsburgh Pirates,8/10/18 7:15 PM,Pittsburgh Pirates,13,10,,Club Baselines,Club Level Outfield 202,6,15
San Francisco Giants vs. Pittsburgh Pirates,8/10/18 7:15 PM,Pittsburgh Pirates,13,10,,Club Baselines,Club Level Outfield 203,16,35
San Francisco Giants vs. Pittsburgh Pirates,8/10/18 7:15 PM,Pittsburgh Pirates,13,10,,Club Baselines,Club Level Outfield 204,14,30
San Francisco Giants vs. Pittsburgh Pirates,8/10/18 7:15 PM,Pittsburgh Pirates,13,10,,Club Baselines,Club Level Outfield 205,14,27
San Francisco Giants vs. Pittsburgh Pirates,8/10/18 7:15 PM,Pittsburgh Pirates,13,10,,Club Baselines,Club Level Outfield 226,12,32
San Francisco Giants vs. Pittsburgh Pirates,8/10/18 7:15 PM,Pittsburgh Pirates,13,10,,Club Baselines,Club Level Outfield 227,23,51
San Francisco Giants vs. Pittsburgh Pirates,8/10/18 7:15 PM,Pittsburgh Pirates,13,10,,Club Baselines,Club Level Outfield 228,25,59
San Francisco Giants vs. Pittsburgh Pirates,8/10/18 7:15 PM,Pittsburgh Pirates,13,10,,Club Baselines,Club Level Outfield 229,20,54
San Francisco Giants vs. Pittsburgh Pirates,8/10/18 7:15 PM,Pittsburgh Pirates,13,10,,Club Baselines,Club Level Outfield 230,8,26
San Francisco Giants vs. Pittsburgh Pirates,8/10/18 7:15 PM,Pittsburgh Pirates,13,10,,Club Baselines,Club Level Outfield 231,3,7
San Francisco Giants vs. Pittsburgh Pirates,8/10/18 7:15 PM,Pittsburgh Pirates,13,10,,Lower Baselines,Lower Box 102,13,35
San Francisco Giants vs. Pittsburgh Pirates,8/10/18 7:15 PM,Pittsburgh Pirates,13,10,,Lower Baselines,Lower Box 103,35,71
San Francisco Giants vs. Pittsburgh Pirates,8/10/18 7:15 PM,Pittsburgh Pirates,13,10,,Lower Baselines,Lower Box 104,31,70
